node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
3577,17.0,13.0,17.0,3.0
3391,38.0,23.0,16.0,3.0
3398,59.0,26.0,16.0,3.0
3420,32.0,37.0,16.0,3.0
3418,51.0,36.0,16.0,3.0
3408,13.0,36.0,16.0,3.0
3440,11.0,45.0,16.0,3.0
4149,26.0,34.0,19.0,3.0
3438,22.0,44.0,16.0,3.0
3447,12.0,46.0,16.0,3.0
3667,21.0,44.0,17.0,4.0
3934,63.0,45.0,18.0,3.0
3246,80.0,57.0,15.0,3.0
3691,79.0,46.0,17.0,3.0
3668,32.0,44.0,17.0,3.0
3465,47.0,47.0,16.0,3.0
3937,62.0,46.0,18.0,3.0
3257,78.0,58.0,15.0,4.0
3954,88.0,58.0,18.0,3.0
3746,85.0,78.0,17.0,3.0
4728,89.0,69.0,22.0,3.0
3737,18.0,76.0,17.0,3.0
3738,29.0,76.0,17.0,3.0
3509,7.0,77.0,16.0,3.0
4228,40.0,75.0,19.0,3.0
3328,58.0,90.0,15.0,3.0
4577,48.0,83.0,21.0,3.0
3315,71.0,88.0,15.0,4.0
3999,73.0,87.0,18.0,4.0
4420,98.0,90.0,20.0,3.0
3526,60.0,87.0,16.0,3.0
4595,57.0,96.0,21.0,3.0
4026,42.0,4.0,19.0,3.0
4034,25.0,6.0,19.0,3.0
3798,36.0,8.0,18.0,4.0
3581,28.0,15.0,17.0,4.0
3820,40.0,16.0,18.0,4.0
3578,46.0,13.0,17.0,3.0
3586,39.0,16.0,17.0,3.0
3593,96.0,17.0,17.0,4.0
3591,60.0,17.0,17.0,4.0
3403,68.0,28.0,16.0,3.0
3870,81.0,26.0,18.0,4.0
3890,47.0,34.0,18.0,3.0
3641,53.0,37.0,17.0,3.0
4150,36.0,34.0,19.0,3.0
3645,75.0,37.0,17.0,3.0
4679,97.0,46.0,22.0,3.0
3449,24.0,46.0,16.0,3.0
3929,8.0,44.0,18.0,3.0
3470,13.0,49.0,16.0,3.0
3469,25.0,48.0,16.0,3.0
3669,42.0,44.0,17.0,3.0
3665,53.0,43.0,17.0,3.0
4891,26.0,55.0,23.0,3.0
4889,13.0,54.0,23.0,3.0
4886,37.0,53.0,23.0,3.0
5087,47.0,54.0,24.0,3.0
4903,77.0,60.0,23.0,3.0
4240,7.0,81.0,19.0,3.0
3983,52.0,76.0,18.0,3.0
3559,96.0,5.0,17.0,3.0
4041,95.0,6.0,19.0,3.0
4035,52.0,6.0,19.0,3.0
3576,7.0,13.0,17.0,3.0
3800,7.0,9.0,18.0,3.0
4309,7.0,16.0,20.0,3.0
4476,16.0,17.0,21.0,3.0
